cluster_id, record_id
40263,A944956
40264,A944957
40267,A944960
40267,A959488
40267,A926833
40268,A944961
40269,A944962
40270,A944963
40272,A944965
40272,A987026
40272,A990584
40272,A917328
40275,A944968
40275,A958500
40275,A991627
40276,A944969
40277,A944970
40280,A944973
40280,A924478
40282,A944975
40283,A944976
40283,A910923
40283,A981714
40283,A909833
40286,A944979
40288,A944981
40290,A944983
40290,A967797
40291,A944984
40291,A922605
40292,A944985
40292,A987400
40296,A944989
40296,A919105
40296,A938313
40296,A952009
40296,A931358
40297,A944990
40298,A944991
40298,A956763
40298,A987355
40298,A991628
40298,A962234
40298,A988211
40298,A983419
40298,A909190
40303,A944996
40304,A944997
40305,A944998
40306,A944999
40306,A935089
40307,A945000
40309,A945002
40309,A966080
40309,A960586
40310,A945003
40313,A945006
40315,A945008
40315,A945338
40316,A945009
40317,A945010
40317,A997854
40318,A945011
40318,A948279
40318,A961277
40320,A945013
40321,A945014
40323,A945016
40324,A945017
40325,A945018
40325,A982566
40325,A998741
40327,A945020
40333,A945026
40341,A945034
40341,A939070
40341,A991640
40341,A911692
40344,A945037
40344,A960003
40345,A945038
40345,A930412
40345,A948460
40346,A945039
40346,A928180
40346,A952407
40347,A945040
40347,A911093
40349,A945042
40350,A945043
40351,A945044
40352,A945045
40353,A945046
40355,A945048
40355,A939568
40356,A945049
40356,A964123
40356,A928259
40356,A967549
40356,A938159
40359,A945052
40359,A988225
40359,A998514
40359,A959019
40361,A945054
40367,A945060
40367,A982658
40367,A989386
40373,A945066
40373,A976201
40375,A945068
40378,A945071
40380,A945073
40382,A945075
40383,A945076
40383,A971244
40383,A938056
40383,A949639
40383,A957771
40383,A947444
40383,A905807
40384,A945077
40384,A952187
40384,A930904
40384,A931559
40384,A946077
40384,A972311
40384,A994648
40384,A995335
40386,A945079
40387,A945080
40388,A945081
40388,A936712
40390,A945083
40390,A970117
40390,A927021
40391,A945084
40391,A976535
40393,A945086
40397,A945090
40399,A945092
40401,A945094
40402,A945095
40403,A945096
40407,A945100
40409,A945102
40410,A945103
40410,A977999
40410,A996261
40410,A974917
40410,A946452
40411,A945104
40411,A927319
40411,A940351
40411,A950781
40411,A987648
40411,A920024
40411,A990628
40412,A945105
40413,A945106
40413,A914036
40413,A914278
40413,A932886
40413,A952225
40413,A966348
40413,A927408
40414,A945107
40416,A945109
40419,A945112
40419,A991673
40419,A964918
40421,A945114
40422,A945115
40423,A945116
40424,A945117
40427,A945120
40428,A945121
40429,A945122
40429,A948959
40429,A976023
40429,A968927
40432,A945125
40432,A916209
40437,A945130
40440,A945133
40442,A945135
40443,A945136
40444,A945137
40444,A963938
40444,A992165
40445,A945138
40446,A945139
40447,A945140
40447,A950570
40447,A974168
40447,A942094
40448,A945141
40448,A919702
40448,A971290
40448,A939425
40449,A945142
40449,A938766
40449,A938681
40449,A977313
40449,A919106
40451,A945144
40454,A945147
40456,A945149
40460,A945153
40463,A945156
40465,A945158
40466,A945159
40467,A945160
40473,A945166
40474,A945167
40475,A945168
40476,A945169
40479,A945172
40480,A945173
40482,A945175
40483,A945176
40484,A945177
40487,A945180
40489,A945182
40489,A954604
40496,A945189
40499,A945192
40500,A945193
40500,A986264
40501,A945194
40501,A960266
40503,A945196
40503,A970231
40503,A943000
40505,A945198
40506,A945199
40508,A945201
40509,A945202
40509,A975260
40510,A945203
40510,A917721
40510,A907509
40510,A992759
40511,A945204
40511,A906092
40511,A957471
40511,A970098
40511,A912345
40511,A978372
40512,A945205
40514,A945207
40515,A945208
40516,A945209
40516,A961668
40516,A967456
40516,A916017
40516,A969705
40517,A945210
40518,A945211
40519,A945212
40520,A945213
40521,A945214
40522,A945215
40523,A945216
40524,A945217
40524,A921294
40524,A988655
40525,A945218
40526,A945219
40526,A943277
40528,A945221
40528,A951809
40528,A949819
40528,A909382
40529,A945222
40530,A945223
40531,A945224
40531,A985726
40532,A945225
40534,A945227
40534,A964267
40534,A996887
40535,A945228
40536,A945229
40536,A951907
40538,A945231
40539,A945232
40540,A945233
40540,A912640
40542,A945235
40544,A945237
40544,A928618
40544,A982573
40544,A940743
40545,A945238
40546,A945239
40548,A945241
40548,A950518
40548,A907845
40549,A945242
40550,A945243
40551,A945244
40551,A964408
40551,A962045
40552,A945245
40553,A945246
40553,A967833
40553,A961267
40555,A945248
40557,A945250
40558,A945251
40558,A994235
40558,A933447
40560,A945253
40560,A939674
40561,A945254
40565,A945258
40566,A945259
40568,A945261
40571,A945264
40571,A977967
40572,A945265
40573,A945266
40573,A910564
40573,A932690
40574,A945267
40576,A945269
40579,A945272
40579,A957259
40579,A965795
40579,A992365
40579,A938658
40579,A905308
40579,A982791
40579,A993135
40581,A945274
40582,A945275
40582,A922200
40582,A985432
40586,A945279
40586,A998957
40587,A945280
40588,A945281
40588,A905388
40588,A916388
40588,A955594
40588,A913578
40589,A945282
40589,A969306
40589,A980026
40592,A945285
40593,A945286
40599,A945292
40602,A945295
40603,A945296
40603,A983060
40603,A998650
40603,A952780
40603,A970828
40604,A945297
40606,A945299
40606,A955707
40606,A978338
40606,A979567
40606,A948779
40606,A986108
40606,A915316
40607,A945300
40607,A996266
40608,A945301
40609,A945302
40609,A922383
40609,A959253
40612,A945305
40613,A945306
40618,A945311
40618,A931062
40619,A945312
40620,A945313
40620,A942932
40620,A986931
40621,A945314
40623,A945316
40623,A982710
40624,A945317
40627,A945320
40629,A945322
40632,A945325
40634,A945327
40637,A945330
40638,A945331
40641,A945334
40643,A945336
40644,A945337
40649,A945342
40649,A988256
40649,A959071
40649,A915329
40649,A917528
40649,A974707
40651,A945344
40651,A990303
40654,A945347
40654,A957464
40654,A922840
40654,A979771
40654,A979757
40655,A945348
40655,A950821
40655,A943555
40657,A945350
40658,A945351
40661,A945354
40661,A984493
40662,A945355
40663,A945356
40664,A945357
40665,A945358
40666,A945359
40669,A945362
40672,A945365
40673,A945366
40675,A945368
40676,A945369
40676,A976432
40676,A920160
40676,A928670
40676,A940961
40676,A962766
40676,A953813
40678,A945371
40678,A966414
40679,A945372
40679,A973386
40679,A950351
40679,A980012
40679,A906184
40680,A945373
40680,A943499
40680,A947245
40680,A996633
40680,A996670
40681,A945374
40682,A945375
40682,A988930
40687,A945380
40687,A953483
40688,A945381
40688,A922711
40688,A976571
40688,A998641
40688,A959833
40689,A945382
40689,A956678
40689,A996425
40690,A945383
40690,A988178
40691,A945384
40692,A945385
40692,A981990
40692,A979769
40695,A945388
40697,A945390
40697,A988664
40698,A945391
40700,A945393
40700,A975612
40700,A992459
40700,A969458
40704,A945397
40705,A945398
40706,A945399
40707,A945400
40707,A982815
40709,A945402
40711,A945404
40712,A945405
40712,A996268
40712,A996786
40714,A945407
40714,A980080
40714,A958852
40714,A949522
40714,A914258
40714,A940723
40714,A960483
40715,A945408
40716,A945409
40718,A945411
40719,A945412
40720,A945413
40720,A975754
40729,A945422
40732,A945425
40732,A962321
40734,A945427
40738,A945431
40738,A931477
40739,A945432
40739,A962511
40739,A945457
40740,A945433
40740,A975647
40743,A945436
40744,A945437
40744,A911643
40744,A941037
40744,A945360
40745,A945438
40746,A945439
40748,A945441
40750,A945443
40752,A945445
40754,A945447
40754,A911312
40754,A965386
40756,A945449
40756,A979800
40756,A950124
40757,A945450
40759,A945452
40760,A945453
40760,A945308
40763,A945456
40763,A919525
40767,A945460
40768,A945461
40770,A945463
40770,A917986
40770,A974293
40770,A938325
40770,A959063
40770,A948897
40773,A945466
40774,A945467
40776,A945469
40776,A987830
40776,A921323
40780,A945473
40781,A945474
40781,A957945
40781,A968570
40784,A945477
40785,A945478
40785,A990880
40786,A945479
40787,A945480
40787,A972373
40787,A997734
40787,A926735
40787,A925874
40789,A945482
40789,A992867
40789,A961858
40789,A978881
40789,A928748
40790,A945483
40792,A945485
40793,A945486
40793,A925290
40798,A945491
40798,A933687
40798,A988236
40800,A945493
40801,A945494
40803,A945496
40805,A945498
40806,A945499
40806,A926951
40806,A989507
40806,A994220
40807,A945500
40808,A945501
40811,A945504
40811,A935604
40811,A922752
40811,A998213
40814,A945507
40816,A945509
40817,A945510
40818,A945511
40818,A988392
40820,A945513
40821,A945514
40825,A945518
40825,A953645
40826,A945519
40828,A945521
40828,A922582
40829,A945522
40832,A945525
40832,A978894
40834,A945527
40835,A945528
40835,A919770
40836,A945529
40836,A937248
40840,A945533
40842,A945535
40842,A951413
40842,A953210
40842,A938609
40842,A966178
40843,A945536
40843,A964917
40844,A945537
40844,A971984
40845,A945538
40848,A945541
40848,A978750
40848,A948838
40848,A910639
40849,A945542
40852,A945545
40852,A932744
40852,A965495
40852,A973735
40852,A988931
40853,A945546
40855,A945548
40856,A945549
40856,A983105
40857,A945550
40858,A945551
40858,A992145
40860,A945553
40862,A945555
40863,A945556
40863,A970808
40863,A960763
40863,A995550
40865,A945558
40865,A957178
40867,A945560
40867,A984304
40868,A945561
40869,A945562
40870,A945563
40870,A953611
40870,A974659
40871,A945564
40871,A957724
40871,A997949
40872,A945565
40874,A945567
40874,A983356
40875,A945568
40876,A945569
40877,A945570
40877,A997120
40877,A970298
40879,A945572
40879,A966293
40881,A945574
40881,A961689
40881,A982151
40881,A934025
40883,A945576
40884,A945577
40884,A987028
40884,A950812
40885,A945578
40886,A945579
40890,A945583
40892,A945585
40893,A945586
40894,A945587
40895,A945588
40897,A945590
40898,A945591
40899,A945592
40899,A954969
40899,A934991
40900,A945593
40901,A945594
40904,A945597
40904,A965869
40904,A984571
40905,A945598
40905,A984940
40906,A945599
40907,A945600
40908,A945601
40908,A915044
40909,A945602
40910,A945603
40911,A945604
40911,A962520
40912,A945605
40913,A945606
40913,A951638
40914,A945607
40916,A945609
40917,A945610
40917,A956702
40918,A945611
40919,A945612
40922,A945615
40924,A945617
40925,A945618
40925,A985846
40925,A996643
40925,A955905
40925,A945310
40926,A945619
40926,A947751
40926,A971637
40927,A945620
40929,A945622
40929,A907054
40929,A995124
40930,A945623
40930,A950292
40930,A981631
40933,A945626
40933,A955513
40933,A933216
40933,A929986
40935,A945628
40936,A945629
40936,A949173
40936,A909275
40936,A926512
40936,A986385
40938,A945631
40938,A944932
40939,A945632
40939,A972601
40939,A942423
40941,A945634
40942,A945635
40942,A908080
40942,A976106
40942,A975615
40942,A926738
40946,A945639
40946,A983185
40949,A945642
40950,A945643
40955,A945648
40957,A945650
40958,A945651
40958,A956649
40959,A945652
40959,A929788
40959,A974778
40961,A945654
40962,A945655
40962,A913708
40962,A993158
40962,A926674
40963,A945656
40965,A945658
40968,A945661
40969,A945662
40970,A945663
40971,A945664
40971,A986135
40972,A945665
40976,A945669
40976,A961227
40976,A929218
40976,A910057
40978,A945671
40979,A945672
40980,A945673
40981,A945674
40983,A945676
40983,A989794
40983,A929272
40984,A945677
40984,A990432
40984,A943724
40985,A945678
40985,A938686
40985,A923035
40985,A935376
40985,A998549
40986,A945679
40988,A945681
40989,A945682
40989,A937916
40993,A945686
40993,A968779
40994,A945687
40996,A945689
40997,A945690
40999,A945692
40999,A931089
40999,A973844
41000,A945693
41001,A945694
41001,A931727
41001,A960826
41002,A945695
41002,A993832
41003,A945696
41003,A935497
41004,A945697
41004,A987454
41004,A931167
41004,A982407
41005,A945698
41009,A945702
41009,A950854
41010,A945703
41011,A945704
41011,A934913
41011,A938393
41013,A945706
41015,A945708
41016,A945709
41019,A945712
41020,A945713
41020,A980384
41024,A945717
41025,A945718
41025,A977537
41026,A945719
41029,A945722
41030,A945723
41030,A961448
41033,A945726
41033,A947118
41033,A941599
41033,A997860
41035,A945728
41036,A945729
41036,A956614
41037,A945730
41038,A945731
41040,A945733
41041,A945734
41041,A910032
41041,A947763
41041,A957571
41041,A996849
41042,A945735
41046,A945739
41047,A945740
41049,A945742
41049,A905916
41050,A945743
41050,A944914
41050,A938601
41053,A945746
41053,A948714
41053,A912621
41054,A945747
41055,A945748
41055,A951301
41055,A950108
41057,A945750
41059,A945752
41061,A945754
41061,A957628
41062,A945755
41062,A944363
41062,A936724
41064,A945757
41066,A945759
41066,A964696
41068,A945761
41069,A945762
41070,A945763
41071,A945764
41071,A952195
41074,A945767
41076,A945769
41076,A990731
41078,A945771
41079,A945772
41079,A986544
41079,A940907
41081,A945774
41082,A945775
41082,A935718
41082,A925954
41083,A945776
41084,A945777
41084,A984289
41085,A945778
41086,A945779
41086,A935783
41087,A945780
41089,A945782
41091,A945784
41092,A945785
41093,A945786
41093,A952819
41094,A945787
41094,A988784
41096,A945789
41096,A915296
41096,A972317
41098,A945791
41102,A945795
41106,A945799
41106,A907302
41106,A947102
41107,A945800
41108,A945801
41108,A968595
41109,A945802
41110,A945803
41110,A964570
41111,A945804
41115,A945808
41115,A907418
41115,A928449
41115,A930240
41115,A961992
41115,A908586
41115,A961568
41118,A945811
41118,A951105
41119,A945812
41122,A945815
41123,A945816
41124,A945817
41125,A945818
41125,A910235
41125,A962039
41126,A945819
41126,A972189
41129,A945822
41129,A966635
41130,A945823
41130,A951705
41131,A945824
41133,A945826
41134,A945827
41135,A945828
41136,A945829
41137,A945830
41138,A945831
41139,A945832
41140,A945833
41143,A945836
41143,A950178
41145,A945838
41147,A945840
41150,A945843
41151,A945844
41153,A945846
41154,A945847
41156,A945849
41156,A933364
41156,A944814
41157,A945850
41158,A945851
41159,A945852
41160,A945853
41160,A945321
41160,A964080
41160,A970892
41160,A990391
41160,A909944
41160,A917664
41161,A945854
41164,A945857
41168,A945861
41171,A945864
41174,A945867
41174,A952306
41174,A970378
41176,A945869
41176,A914487
41177,A945870
41177,A951714
41178,A945871
41179,A945872
41180,A945873
41181,A945874
41181,A986562
41181,A957036
41181,A954659
41183,A945876
41186,A945879
41186,A971531
41186,A943956
41186,A966459
41186,A973204
41187,A945880
41190,A945883
41191,A945884
41196,A945889
41196,A977002
41197,A945890
41197,A998920
41197,A953076
41198,A945891
41199,A945892
41199,A911878
41200,A945893
41201,A945894
41202,A945895
41203,A945896
41207,A945900
41208,A945901
41210,A945903
41210,A954407
41212,A945905
41212,A974520
41218,A945911
41218,A966980
41220,A945913
41221,A945914
41221,A969604
41221,A914468
41221,A995746
41224,A945917
41228,A945921
41230,A945923
41230,A996199
41231,A945924
41232,A945925
41232,A936923
41234,A945927
41236,A945929
41236,A905386
41236,A970754
41237,A945930
41238,A945931
41238,A953951
41240,A945933
41246,A945939
41246,A947192
41246,A985773
41248,A945941
41250,A945943
41250,A977982
41250,A979669
41255,A945948
41255,A908397
41258,A945951
41259,A945952
41259,A954975
41259,A959741
41260,A945953
41260,A914905
41261,A945954
41266,A945959
41268,A945961
41269,A945962
41273,A945966
41275,A945968
41275,A951447
41277,A945970
41277,A985248
41277,A972251
41280,A945973
41281,A945974
41282,A945975
41282,A933387
41282,A908142
41283,A945976
41283,A994581
41283,A950982
41283,A979350
41284,A945977
41289,A945982
41289,A989351
41290,A945983
41290,A991763
41290,A933606
41294,A945987
41295,A945988
41298,A945991
41299,A945992
41301,A945994
41301,A969165
41301,A996443
41302,A945995
41303,A945996
41305,A945998
41309,A946002
41310,A946003
41312,A946005
41314,A946007
41316,A946009
41317,A946010
41319,A946012
41320,A946013
41320,A940650
41320,A997330
41320,A996352
41322,A946015
41322,A943366
41322,A930022
41323,A946016
41324,A946017
41324,A929252
41324,A948201
41324,A922802
41329,A946022
41330,A946023
41331,A946024
41331,A954570
41332,A946025
41333,A946026
41334,A946027
41334,A988638
41334,A990226
41334,A967573
41335,A946028
41336,A946029
41337,A946030
41338,A946031
41338,A973336
41339,A946032
41341,A946034
41342,A946035
41343,A946036
41343,A976155
41344,A946037
41345,A946038
41345,A910123
41348,A946041
41348,A961543
41348,A923756
41349,A946042
41349,A914490
41352,A946045
41353,A946046
41354,A946047
41355,A946048
41356,A946049
41356,A992105
41359,A946052
41360,A946053
41361,A946054
41361,A981174
41362,A946055
41362,A962799
41365,A946058
41366,A946059
41367,A946060
41368,A946061
41368,A977399
41368,A919875
41368,A985770
41369,A946062
41370,A946063
41371,A946064
41371,A977294
41371,A955986
41371,A995530
41371,A996839
41372,A946065
41373,A946066
41373,A929627
41377,A946070
41378,A946071
41378,A954663
41380,A946073
41380,A915560
41380,A993309
41380,A990431
41387,A946080
41388,A946081
41389,A946082
41390,A946083
41391,A946084
41394,A946087
41398,A946091
41398,A954183
41399,A946092
41401,A946094
41402,A946095
41402,A959764
41403,A946096
41404,A946097
41404,A910284
41404,A953505
41404,A982926
41404,A906171
41405,A946098
41408,A946101
41408,A941789
41408,A958623
41409,A946102
41410,A946103
41411,A946104
41411,A998317
41413,A946106
41413,A971171
41413,A993067
41415,A946108
41415,A916367
41416,A946109
41416,A929205
41419,A946112
41420,A946113
41423,A946116
41424,A946117
41425,A946118
41427,A946120
41431,A946124
41432,A946125
41436,A946129
41437,A946130
41441,A946134
41444,A946137
41446,A946139
41446,A974253
41447,A946140
41447,A964329
41449,A946142
41450,A946143
41450,A953053
41450,A933588
41452,A946145
41453,A946146
41455,A946148
41455,A941088
41456,A946149
41459,A946152
41460,A946153
41463,A946156
41465,A946158
41467,A946160
41468,A946161
41469,A946162
41469,A923083
41469,A945965
41469,A984601
41469,A910669
41469,A971140
41470,A946163
41470,A977917
41470,A912350
41471,A946164
41472,A946165
41472,A918176
41472,A983560
41473,A946166
41473,A963788
41473,A913282
41473,A995342
41475,A946168
41475,A932543
41475,A969696
41475,A906357
41475,A920718
41475,A954449
41476,A946169
41476,A967026
41478,A946171
41478,A918816
41479,A946172
41479,A978990
41479,A959956
41480,A946173
41480,A951480
41480,A967269
41480,A965775
41482,A946175
41486,A946179
41487,A946180
41487,A914225
41487,A951139
41489,A946182
41491,A946184
41492,A946185
41492,A915100
41492,A978716
41493,A946186
41494,A946187
41497,A946190
41498,A946191
41499,A946192
41499,A958887
41499,A992343
41499,A917851
41501,A946194
41503,A946196
41503,A956359
41505,A946198
41505,A980032
41505,A928176
41505,A978464
41505,A986347
41506,A946199
41506,A929315
41507,A946200
41508,A946201
41508,A954417
41509,A946202
41509,A947400
41509,A959291
41510,A946203
41512,A946205
41513,A946206
41514,A946207
41515,A946208
41515,A967389
41515,A930538
41516,A946209
41516,A954067
41519,A946212
41519,A939601
41520,A946213
41522,A946215
41525,A946218
41526,A946219
41528,A946221
41528,A913959
41531,A946224
41534,A946227
41534,A915694
41534,A911522
41534,A932730
41534,A961054
41536,A946229
41537,A946230
41539,A946232
41541,A946234
41541,A968536
41542,A946235
41542,A959417
41543,A946236
41544,A946237
41546,A946239
41547,A946240
41548,A946241
41551,A946244
41555,A946248
41556,A946249
41556,A910782
41556,A922492
41556,A982104
41557,A946250
41557,A923319
41559,A946252
41559,A951807
41559,A988945
41560,A946253
41560,A960426
41560,A927936
41562,A946255
41562,A998304
41562,A989742
41563,A946256
41563,A937282
41563,A957048
41563,A975408
41563,A915945
41570,A946263
41570,A906199
41570,A956723
41570,A967078
41570,A967376
41570,A972758
41570,A994817
41570,A947503
41570,A949988
41570,A983851
41570,A966646
41573,A946266
41577,A946270
41577,A927709
41577,A962364
41578,A946271
41580,A946273
41580,A926335
41582,A946275
41582,A968244
41582,A926403
41585,A946278
41585,A963351
41586,A946279
41588,A946281
41588,A954678
41589,A946282
41590,A946283
41592,A946285
41593,A946286
41594,A946287
41596,A946289
41596,A957819
41597,A946290
41597,A909690
41597,A912707
41597,A997722
41599,A946292
41602,A946295
41603,A946296
41604,A946297
41604,A976399
41606,A946299
41607,A946300
41608,A946301
41610,A946303
41611,A946304
41611,A934799
41612,A946305
41613,A946306
41613,A933185
41613,A997135
41613,A914066
41613,A974303
41613,A991044
41613,A957584
41615,A946308
41619,A946312
41621,A946314
41622,A946315
41623,A946316
41627,A946320
41629,A946322
41629,A986302
41631,A946324
41631,A917701
41635,A946328
41637,A946330
41638,A946331
41640,A946333
41640,A933967
41641,A946334
41641,A954872
41641,A960773
41641,A969366
41643,A946336
41648,A946341
41648,A918993
41648,A947865
41649,A946342
41649,A920602
41651,A946344
41653,A946346
41654,A946347
41655,A946348
41655,A953657
41655,A943673
41657,A946350
41660,A946353
41661,A946354
41662,A946355
41665,A946358
41665,A977201
41665,A909093
41665,A942056
41665,A915101
41667,A946360
41668,A946361
41668,A928906
41668,A924348
41670,A946363
41670,A906201
41672,A946365
41674,A946367
41675,A946368
41677,A946370
41677,A983207
41678,A946371
41679,A946372
41681,A946374
41681,A970240
41681,A983656
41686,A946379
41686,A915295
41688,A946381
41690,A946383
41693,A946386
41694,A946387
41695,A946388
41695,A953642
41696,A946389
41696,A966305
41698,A946391
41699,A946392
41701,A946394
41702,A946395
41706,A946399
41706,A914608
41706,A965699
41706,A920968
41707,A946400
41707,A996856
41707,A905680
41708,A946401
41709,A946402
41709,A913248
41709,A932911
41709,A988959
41710,A946403
41710,A975809
41711,A946404
41712,A946405
41712,A983310
41715,A946408
41718,A946411
41719,A946412
41720,A946413
41720,A986994
41721,A946414
41723,A946416
41726,A946419
41731,A946424
41732,A946425
41733,A946426
41734,A946427
41735,A946428
41737,A946430
41737,A960161
41737,A975936
41740,A946433
41741,A946434
41741,A918671
41741,A986583
41743,A946436
41744,A946437
41747,A946440
41749,A946442
41751,A946444
41751,A961885
41755,A946448
41756,A946449
41756,A914711
41756,A962611
41756,A966596
41756,A981690
41756,A982781
41756,A918996
41757,A946450
41758,A946451
41760,A946453
41762,A946455
41764,A946457
41766,A946459
41766,A942930
41767,A946460
41767,A926308
41767,A950517
41771,A946464
41773,A946466
41774,A946467
41774,A995520
41776,A946469
41777,A946470
41777,A960912
41777,A987879
41780,A946473
41781,A946474
41782,A946475
41783,A946476
41783,A983274
41784,A946477
41786,A946479
41787,A946480
41787,A930315
41787,A980679
41787,A990992
41788,A946481
41788,A991884
41792,A946485
41793,A946486
41793,A982252
41794,A946487
41794,A976188
41795,A946488
41798,A946491
41798,A981115
41798,A949508
41799,A946492
41801,A946494
41801,A952388
41801,A967569
41802,A946495
41802,A919379
41804,A946497
41804,A937756
41804,A925269
41806,A946499
41808,A946501
41808,A939110
41808,A957982
41808,A992599
41808,A984723
41812,A946505
41815,A946508
41818,A946511
41819,A946512
41820,A946513
41821,A946514
41826,A946519
41826,A962535
41826,A986070
41826,A990220
41826,A976604
41826,A925229
41826,A939578
41828,A946521
41829,A946522
41829,A954930
41829,A973448
41829,A989609
41829,A926527
41830,A946523
41830,A908833
41830,A957152
41833,A946526
41833,A960847
41833,A981160
41833,A982580
41833,A971182
41833,A990150
41835,A946528
41836,A946529
41838,A946531
41839,A946532
41842,A946535
41843,A946536
41845,A946538
41845,A993195
41847,A946540
41849,A946542
41855,A946548
41856,A946549
41857,A946550
41857,A925634
41857,A987664
41858,A946551
41860,A946553
41861,A946554
41861,A920196
41863,A946556
41869,A946562
41870,A946563
41871,A946564
41874,A946567
41875,A946568
41875,A930984
41875,A949493
41875,A973312
41875,A916656
41875,A922410
41876,A946569
41876,A984275
41876,A932771
41876,A935485
41877,A946570
41878,A946571
41879,A946572
41880,A946573
41886,A946579
41889,A946582
41889,A990703
41889,A981604
41889,A928512
41889,A970993
41889,A991191
41889,A953155
41890,A946583
41891,A946584
41892,A946585
41895,A946588
41895,A938285
41896,A946589
41896,A996260
41898,A946591
41900,A946593
41900,A909065
41901,A946594
41901,A951111
41901,A998594
41901,A992414
41903,A946596
41905,A946598
41905,A982477
41906,A946599
41909,A946602
41910,A946603
41910,A973717
41910,A975068
41910,A950093
41912,A946605
41915,A946608
41915,A911193
41915,A928162
41915,A953149
41916,A946609
41918,A946611
41919,A946612
41919,A944025
41920,A946613
41920,A968389
41921,A946614
41921,A913262
41921,A946671
41921,A965454
41921,A949829
41923,A946616
41925,A946618
41927,A946620
41928,A946621
41928,A968411
41931,A946624
41931,A991937
41931,A936708
41933,A946626
41933,A944064
41934,A946627
41934,A996452
41935,A946628
41936,A946629
41936,A988994
41936,A959898
41936,A987598
41936,A994507
41936,A930718
41938,A946631
41943,A946636
41944,A946637
41946,A946639
41947,A946640
41947,A906908
41948,A946641
41950,A946643
41950,A998471
41951,A946644
41951,A997410
41952,A946645
41952,A956488
41952,A973964
41955,A946648
41956,A946649
41960,A946653
41961,A946654
41961,A998364
41961,A950064
41961,A963537
41962,A946655
41963,A946656
41963,A949412
41965,A946658
41966,A946659
41967,A943935
41967,A962652
41967,A979442
41968,A946661
41969,A946662
41970,A946663
41970,A983609
41970,A998279
41972,A946665
41972,A928141
41972,A974232
41972,A992354
41973,A946666
41974,A946667
41976,A946669
41976,A908921
41976,A954380
41976,A937418
41976,A941635
41979,A946672
41979,A992959
41980,A946673
41982,A946675
41982,A970238
41982,A964238
41986,A946679
41986,A961229
41987,A946680
41987,A919656
41987,A908639
41989,A946682
41989,A967495
41990,A946683
41991,A946684
41992,A946685
41992,A979489
41995,A946688
41997,A946690
41997,A963570
41998,A946691
41999,A946692
41999,A957558
41999,A993469
42001,A946694
42003,A946696
42003,A992022
42004,A946697
42006,A946699
42006,A971350
42006,A924717
42010,A946703
42010,A970218
42010,A910861
42011,A946704
42011,A987639
42011,A967548
42012,A946705
42013,A946706
42015,A946708
42017,A946710
42018,A946711
42019,A946712
42019,A913180
42019,A918469
42019,A978321
42019,A974999
42020,A946713
42020,A947121
42020,A950435
42020,A986642
42020,A930114
42022,A946715
42022,A913302
42022,A954673
42024,A946717
42024,A908619
42024,A913334
42024,A915787
42026,A946719
42026,A924901
42027,A946720
42029,A946722
42032,A946725
42033,A946726
42033,A954856
42035,A946728
42036,A946729
42037,A946730
42039,A946732
42039,A983079
42040,A946733
42044,A946737
42045,A946738
42046,A946739
42049,A946742
42049,A978077
42049,A974708
42051,A946744
42051,A964140
42052,A946745
42052,A974274
42053,A946746
42053,A958011
42054,A946747
42054,A979258
42054,A984726
42054,A991788
42059,A946752
42059,A952300
42059,A905761
42061,A946754
42062,A946755
42063,A946756
42063,A964899
42065,A946758
42066,A946759
42068,A946761
42069,A946762
42069,A981316
42069,A995586
42072,A946765
42074,A946767
42077,A946770
42077,A970801
42077,A924308
42077,A973272
42077,A929631
42078,A946771
42079,A946772
42087,A946780
42088,A946781
42089,A946782
42089,A930359
42091,A946784
42093,A946786
42095,A946788
42096,A946789
42098,A946791
42099,A946792
42108,A946801
42108,A987717
42110,A946803
42111,A946804
42114,A946807
42114,A988551
42115,A946808
42118,A946811
42118,A932656
42118,A943465
42118,A913756
42120,A946813
42121,A946814
42121,A941626
42121,A945630
42121,A963701
42122,A946815
42124,A946817
42124,A925465
42127,A946820
42127,A912049
42127,A934690
42128,A946821
42130,A946823
42135,A946828
42136,A946829
42136,A962424
42136,A963539
42136,A929456
42137,A946830
42139,A946832
42139,A942022
42139,A943598
42140,A946833
42141,A946834
42141,A973194
42144,A946837
42144,A927384
42144,A988730
42145,A946838
42147,A946840
42147,A960257
42147,A985477
42148,A946841
42148,A964477
42148,A916643
42150,A946843
42150,A979065
42150,A958357
42151,A946844
42151,A989695
42152,A946845
42154,A946847
42154,A938217
42154,A940126
42155,A946848
42155,A986072
42156,A946849
42158,A946851
42158,A905825
42158,A912382
42158,A933973
42163,A946856
42164,A946857
42164,A949387
42165,A946858
42165,A906974
42167,A946860
42168,A946861
42169,A946862
42169,A971243
42169,A976217
42171,A946864
42171,A964804
42172,A946865
42174,A946867
42175,A946868
42175,A912738
42177,A946870
42178,A946871
42178,A981030
42182,A946875
42182,A908608
42182,A934923
42183,A946876
42185,A946878
42186,A946879
42186,A985521
42187,A946880
42187,A975201
42187,A992878
42187,A910204
42189,A946882
42190,A946883
42190,A921139
42194,A946887
42194,A957300
42194,A988183
42194,A958718
42194,A955954
42195,A946888
42196,A946889
42199,A946892
42200,A946893
42200,A973304
42201,A946894
42203,A946896
42203,A977244
42207,A946900
42208,A946901
42209,A946902
42212,A946905
42212,A965422
42216,A946909
42217,A946910
42217,A988941
42218,A946911
42220,A946913
42220,A980430
42221,A946914
42221,A963636
